coord,type,strand,ID,Alias,Name,Derives_from,sRNA_115,sRNA_266_4,sRNA_793,sRNA_LU
chr11:2134134-2134209,miRNA_primary_transcript,-,MI0002467,MI0002467,hsa-mir-483,,0,0,0,34
chr16:15643294-15643372,miRNA_primary_transcript,+,MI0002468,MI0002468,hsa-mir-484,,1045,172,193,333
chr14:101055419-101055491,miRNA_primary_transcript,+,MI0002469,MI0002469,hsa-mir-485,,6,6,282,268
chr8:41660441-41660508,miRNA_primary_transcript,-,MI0002470,MI0002470,hsa-mir-486-1,,3,4,1,0
chr14:101052446-101052525,miRNA_primary_transcript,+,MI0002471,MI0002471,hsa-mir-487a,,0,0,73,80
chr1:177029363-177029445,miRNA_primary_transcript,-,MI0003123,MI0003123,hsa-mir-488,,3,1,1,4
chr7:93483936-93484019,miRNA_primary_transcript,-,MI0003124,MI0003124,hsa-mir-489,,0,0,0,1
chr7:136903167-136903294,miRNA_primary_transcript,+,MI0003125,MI0003125,hsa-mir-490,,1,1,4,3
chr9:20716105-20716188,miRNA_primary_transcript,+,MI0003126,MI0003126,hsa-mir-491,,3,0,4,1
chr10:17845107-17845193,miRNA_primary_transcript,+,MI0003127,MI0003127,hsa-mir-511,,0,2,0,0
chr10:102436512-102436584,miRNA_primary_transcript,+,MI0003129,MI0003129,hsa-mir-146b,,501,760,232,777
chr10:133247511-133247620,miRNA_primary_transcript,-,MI0003130,MI0003130,hsa-mir-202,,3,0,0,0
chr12:94834398-94834513,miRNA_primary_transcript,+,MI0003131,MI0003131,hsa-mir-492,,0,0,0,0
chr14:100869060-100869148,miRNA_primary_transcript,+,MI0003132,MI0003132,hsa-mir-493,,23,9,4068,5041
chr14:100884483-100884576,miRNA_primary_transcript,+,MI0003133,MI0003133,hsa-mir-432,,5,9,233,188
chr14:101029634-101029714,miRNA_primary_transcript,+,MI0003134,MI0003134,hsa-mir-494,,12,9,853,1121
chr14:101033755-101033836,miRNA_primary_transcript,+,MI0003135,MI0003135,hsa-mir-495,,6,8,350,1009
chr14:101060573-101060674,miRNA_primary_transcript,+,MI0003136,MI0003136,hsa-mir-496,,0,0,8,10
chr16:14303967-14304049,miRNA_primary_transcript,+,MI0003137,MI0003137,hsa-mir-193b,,719,121,139,69
chr17:7017911-7018022,miRNA_primary_transcript,-,MI0003138,MI0003138,hsa-mir-497,,19,17,13,18
chr19:13874875-13875011,miRNA_primary_transcript,+,MI0003139,MI0003139,hsa-mir-181d,,41,54,91,32
chr19:53666679-53666762,miRNA_primary_transcript,+,MI0003140,MI0003140,hsa-mir-512-1,,0,0,0,0
chr19:53669157-53669254,miRNA_primary_transcript,+,MI0003141,MI0003141,hsa-mir-512-2,,0,0,0,0
chr19:53674197-53674320,miRNA_primary_transcript,+,MI0003142,MI0003142,hsa-mir-498,,12,0,24,0
chr19:53675711-53675797,miRNA_primary_transcript,+,MI0003143,MI0003143,hsa-mir-520e,,8,0,21,0
chr19:53679003-53679085,miRNA_primary_transcript,+,MI0003144,MI0003144,hsa-mir-515-1,,0,0,0,0
chr19:53679940-53680023,miRNA_primary_transcript,+,MI0003145,MI0003145,hsa-mir-519e,,0,0,3,0
chr19:53682159-53682245,miRNA_primary_transcript,+,MI0003146,MI0003146,hsa-mir-520f,,113,0,231,0
chr19:53685009-53685091,miRNA_primary_transcript,+,MI0003147,MI0003147,hsa-mir-515-2,,0,0,0,0
chr19:53686469-53686555,miRNA_primary_transcript,+,MI0003148,MI0003148,hsa-mir-519c,,15,0,32,0
chr19:53690881-53690965,miRNA_primary_transcript,+,MI0003149,MI0003149,hsa-mir-520a,,739,0,1240,3
chr19:53694393-53694475,miRNA_primary_transcript,+,MI0003150,MI0003150,hsa-mir-526b,,142,0,542,0
chr19:53695213-53695293,miRNA_primary_transcript,+,MI0003151,MI0003151,hsa-mir-519b,,6,0,28,0
chr19:53697533-53697617,miRNA_primary_transcript,+,MI0003152,MI0003152,hsa-mir-525,,59,0,225,0
chr19:53698385-53698471,miRNA_primary_transcript,+,MI0003153,MI0003153,hsa-mir-523,,81,0,131,0
chr19:53700015-53700101,miRNA_primary_transcript,+,MI0003154,MI0003154,hsa-mir-518f,,25,0,52,0
chr19:53701227-53701287,miRNA_primary_transcript,+,MI0003155,MI0003155,hsa-mir-520b,,0,0,0,0
chr19:53702737-53702819,miRNA_primary_transcript,+,MI0003156,MI0003156,hsa-mir-518b,,790,0,2034,3
chr19:53706252-53706336,miRNA_primary_transcript,+,MI0003157,MI0003157,hsa-mir-526a-1,,5,0,2,0
chr19:53707453-53707539,miRNA_primary_transcript,+,MI0003158,MI0003158,hsa-mir-520c,,0,0,0,0
chr19:53708735-53708835,miRNA_primary_transcript,+,MI0003159,MI0003159,hsa-mir-518c,,89,0,209,0
chr19:53711002-53711088,miRNA_primary_transcript,+,MI0003160,MI0003160,hsa-mir-524,,52,0,123,0
chr19:53712268-53712354,miRNA_primary_transcript,+,MI0003161,MI0003161,hsa-mir-517a,,0,0,3,0
chr19:53713347-53713434,miRNA_primary_transcript,+,MI0003162,MI0003162,hsa-mir-519d,,175,1,234,0
chr19:53716594-53716680,miRNA_primary_transcript,+,MI0003163,MI0003163,hsa-mir-521-2,,0,0,0,0
chr19:53720096-53720182,miRNA_primary_transcript,+,MI0003164,MI0003164,hsa-mir-520d,,69,0,150,0
chr19:53721076-53721142,miRNA_primary_transcript,+,MI0003165,MI0003165,hsa-mir-517b,,0,0,0,0
chr19:53722166-53722255,miRNA_primary_transcript,+,MI0003166,MI0003166,hsa-mir-520g,,299,0,395,0
chr19:53725442-53725526,miRNA_primary_transcript,+,MI0003167,MI0003167,hsa-mir-516b-2,,523,0,862,0
chr19:53726922-53726986,miRNA_primary_transcript,+,MI0003168,MI0003168,hsa-mir-526a-2,,0,0,0,0
chr19:53729838-53729925,miRNA_primary_transcript,+,MI0003169,MI0003169,hsa-mir-518e,,234,0,439,0
chr19:53731006-53731090,miRNA_primary_transcript,+,MI0003170,MI0003170,hsa-mir-518a-1,,0,0,0,0
chr19:53734877-53734963,miRNA_primary_transcript,+,MI0003171,MI0003171,hsa-mir-518d,,2,0,10,0
chr19:53736845-53736934,miRNA_primary_transcript,+,MI0003172,MI0003172,hsa-mir-516b-1,,1161,0,4639,0
chr19:53739333-53739419,miRNA_primary_transcript,+,MI0003173,MI0003173,hsa-mir-518a-2,,0,0,0,0
chr19:53741313-53741407,miRNA_primary_transcript,+,MI0003174,MI0003174,hsa-mir-517c,,65,0,330,0
chr19:53742512-53742599,miRNA_primary_transcript,+,MI0003175,MI0003175,hsa-mir-520h,,26,0,71,0
chr19:53748636-53748722,miRNA_primary_transcript,+,MI0003176,MI0003176,hsa-mir-521-1,,0,0,2,0
chr19:53751211-53751297,miRNA_primary_transcript,+,MI0003177,MI0003177,hsa-mir-522,,352,0,987,1
chr19:53752397-53752481,miRNA_primary_transcript,+,MI0003178,MI0003178,hsa-mir-519a-1,,37,3,112,1
chr19:53754018-53754102,miRNA_primary_transcript,+,MI0003179,MI0003179,hsa-mir-527,,0,0,7,0
chr19:53756741-53756830,miRNA_primary_transcript,+,MI0003180,MI0003180,hsa-mir-516a-1,,0,0,0,0
chr19:53761133-53761222,miRNA_primary_transcript,+,MI0003181,MI0003181,hsa-mir-516a-2,,0,0,1,0
chr19:53762344-53762430,miRNA_primary_transcript,+,MI0003182,MI0003182,hsa-mir-519a-2,,0,0,0,0
chr20:34990376-34990497,miRNA_primary_transcript,+,MI0003183,MI0003183,hsa-mir-499a,,121,26,29,78
chrX:50008431-50008514,miRNA_primary_transcript,+,MI0003184,MI0003184,hsa-mir-500a,,1756,415,261,1094
chrX:50009722-50009805,miRNA_primary_transcript,+,MI0003185,MI0003185,hsa-mir-501,,1382,912,200,759
chrX:50014598-50014683,miRNA_primary_transcript,+,MI0003186,MI0003186,hsa-mir-502,,2028,857,230,1440
chrX:134540508-134540607,miRNA_primary_transcript,-,MI0003187,MI0003187,hsa-mir-450a-2,,15,0,11,30
chrX:134546328-134546398,miRNA_primary_transcript,-,MI0003188,MI0003188,hsa-mir-503,,791,89,259,442
chrX:138667711-138667793,miRNA_primary_transcript,-,MI0003189,MI0003189,hsa-mir-504,,65,298,73,62
chrX:139924148-139924231,miRNA_primary_transcript,-,MI0003190,MI0003190,hsa-mir-505,,129,91,50,79
chrX:147213463-147213591,miRNA_primary_transcript,-,MI0003191,MI0003191,hsa-mir-513a-1,,0,0,0,0
chrX:147225826-147225952,miRNA_primary_transcript,-,MI0003192,MI0003192,hsa-mir-513a-2,,0,0,0,0
chrX:147230720-147230843,miRNA_primary_transcript,-,MI0003193,MI0003193,hsa-mir-506,,446,705,9,0
chrX:147230984-147231077,miRNA_primary_transcript,-,MI0003194,MI0003194,hsa-mir-507,,4,5,0,0
chrX:147236913-147237027,miRNA_primary_transcript,-,MI0003195,MI0003195,hsa-mir-508,,1990,3064,63,3
chrX:147260532-147260625,miRNA_primary_transcript,-,MI0003196,MI0003196,hsa-mir-509-1,,0,0,0,0
chrX:147272335-147272408,miRNA_primary_transcript,-,MI0003197,MI0003197,hsa-mir-510,,6,12,0,0
chrX:147279247-147279344,miRNA_primary_transcript,-,MI0003198,MI0003198,hsa-mir-514a-1,,0,0,0,0
chrX:147281943-147282030,miRNA_primary_transcript,-,MI0003199,MI0003199,hsa-mir-514a-2,,0,0,0,0
chrX:147284641-147284728,miRNA_primary_transcript,-,MI0003200,MI0003200,hsa-mir-514a-3,,0,0,0,0
chrX:50003148-50003238,miRNA_primary_transcript,+,MI0003205,MI0003205,hsa-mir-532,,21359,9032,3263,14886
chr9:114209434-114209529,miRNA_primary_transcript,+,MI0003513,MI0003513,hsa-mir-455,,1181,242,630,615
chr14:101047321-101047398,miRNA_primary_transcript,+,MI0003514,MI0003514,hsa-mir-539,,2,0,457,692
chr14:101048658-101048748,miRNA_primary_transcript,+,MI0003515,MI0003515,hsa-mir-544a,,0,0,1,0
chrX:74287104-74287209,miRNA_primary_transcript,-,MI0003516,MI0003516,hsa-mir-545,,0,0,0,0
chr14:101040069-101040148,miRNA_primary_transcript,+,MI0003529,MI0003529,hsa-mir-376a-2,,0,0,2,0
chr14:101046455-101046538,miRNA_primary_transcript,+,MI0003530,MI0003530,hsa-mir-487b,,4,1,235,226
chr1:3560695-3560790,miRNA_primary_transcript,-,MI0003556,MI0003556,hsa-mir-551a,,1,0,0,0
chr1:34669599-34669694,miRNA_primary_transcript,-,MI0003557,MI0003557,hsa-mir-552,,4,0,0,3
chr1:100281241-100281308,miRNA_primary_transcript,+,MI0003558,MI0003558,hsa-mir-553,,0,0,0,0
chr1:151545796-151545891,miRNA_primary_transcript,+,MI0003559,MI0003559,hsa-mir-554,,0,0,0,0
chr1:155195177-155195272,miRNA_primary_transcript,+,MI0003560,MI0003560,hsa-mir-92b,,1314,281,430,493
chr1:155346350-155346445,miRNA_primary_transcript,-,MI0003561,MI0003561,hsa-mir-555,,0,0,0,0
chr1:162342546-162342640,miRNA_primary_transcript,+,MI0003562,MI0003562,hsa-mir-556,,2,0,0,0
chr1:168375524-168375621,miRNA_primary_transcript,+,MI0003563,MI0003563,hsa-mir-557,,0,0,0,0
chr2:32532153-32532246,miRNA_primary_transcript,+,MI0003564,MI0003564,hsa-mir-558,,0,0,0,0
chr2:47377675-47377770,miRNA_primary_transcript,+,MI0003565,MI0003565,hsa-mir-559,,0,0,0,0
chr2:188297492-188297588,miRNA_primary_transcript,+,MI0003567,MI0003567,hsa-mir-561,,41,14,30,12
chr2:232172653-232172747,miRNA_primary_transcript,+,MI0003568,MI0003568,hsa-mir-562,,0,0,0,0
chr3:15873771-15873849,miRNA_primary_transcript,+,MI0003569,MI0003569,hsa-mir-563,,0,0,0,0
chr3:44861888-44861981,miRNA_primary_transcript,+,MI0003570,MI0003570,hsa-mir-564,,0,0,0,0
chr3:112112801-112112898,miRNA_primary_transcript,+,MI0003573,MI0003573,hsa-mir-567,,0,0,0,0
chr3:114316475-114316569,miRNA_primary_transcript,-,MI0003574,MI0003574,hsa-mir-568,,0,0,0,0
chr3:168551854-168551949,miRNA_primary_transcript,+,MI0003575,MI0003575,hsa-mir-551b,,88,58,12,8
chr3:171106664-171106759,miRNA_primary_transcript,-,MI0003576,MI0003576,hsa-mir-569,,0,0,0,0
chr3:195699401-195699497,miRNA_primary_transcript,+,MI0003577,MI0003577,hsa-mir-570,,0,0,0,0
chr4:350157-350252,miRNA_primary_transcript,+,MI0003578,MI0003578,hsa-mir-571,,0,0,0,0
chr4:11368827-11368921,miRNA_primary_transcript,+,MI0003579,MI0003579,hsa-mir-572,,0,0,0,0
chr4:24520192-24520290,miRNA_primary_transcript,-,MI0003580,MI0003580,hsa-mir-573,,0,0,0,0
chr4:38868032-38868127,miRNA_primary_transcript,+,MI0003581,MI0003581,hsa-mir-574,,647,122,189,313
chr4:82753337-82753430,miRNA_primary_transcript,-,MI0003582,MI0003582,hsa-mir-575,,0,0,0,0
chr4:109488698-109488795,miRNA_primary_transcript,+,MI0003583,MI0003583,hsa-mir-576,,3,5,2,11
chr4:114656759-114656854,miRNA_primary_transcript,+,MI0003584,MI0003584,hsa-mir-577,,8,19,13,19
chr4:165386242-165386337,miRNA_primary_transcript,+,MI0003585,MI0003585,hsa-mir-578,,0,0,0,0
chr5:32394378-32394475,miRNA_primary_transcript,-,MI0003586,MI0003586,hsa-mir-579,,1,1,0,4
chr5:36147892-36147988,miRNA_primary_transcript,-,MI0003587,MI0003587,hsa-mir-580,,0,0,1,0
chr5:53951504-53951599,miRNA_primary_transcript,-,MI0003588,MI0003588,hsa-mir-581,,1,4,0,1
chr5:59703606-59703703,miRNA_primary_transcript,-,MI0003589,MI0003589,hsa-mir-582,,287,190,61,33
chr5:96079138-96079212,miRNA_primary_transcript,+,MI0003590,MI0003590,hsa-mir-583,,0,0,0,0
chr5:149062313-149062409,miRNA_primary_transcript,-,MI0003591,MI0003591,hsa-mir-584,,1739,935,1904,2250
chr5:169263601-169263694,miRNA_primary_transcript,-,MI0003592,MI0003592,hsa-mir-585,,1,0,1,42
chr6:18571784-18571880,miRNA_primary_transcript,+,MI0003593,MI0003593,hsa-mir-548a-1,,0,0,0,0
chr6:45197674-45197770,miRNA_primary_transcript,-,MI0003594,MI0003594,hsa-mir-586,,0,0,0,0
chr6:106784125-106784220,miRNA_primary_transcript,+,MI0003595,MI0003595,hsa-mir-587,,0,0,0,0
chr6:119069047-119069143,miRNA_primary_transcript,-,MI0003596,MI0003596,hsa-mir-548b,,0,0,0,0
chr6:126484631-126484713,miRNA_primary_transcript,+,MI0003597,MI0003597,hsa-mir-588,,0,0,0,0
chr6:135239160-135239256,miRNA_primary_transcript,+,MI0003598,MI0003598,hsa-mir-548a-2,,0,0,0,0
chr7:5495819-5495917,miRNA_primary_transcript,-,MI0003599,MI0003599,hsa-mir-589,,297,30,214,156
chr7:30289794-30289890,miRNA_primary_transcript,+,MI0003600,MI0003600,hsa-mir-550a-1,,0,0,0,0
chr7:32732981-32733077,miRNA_primary_transcript,+,MI0003601,MI0003601,hsa-mir-550a-2,,0,0,0,0
chr7:74191198-74191294,miRNA_primary_transcript,+,MI0003602,MI0003602,hsa-mir-590,,25,3,15,26
chr7:96219662-96219756,miRNA_primary_transcript,-,MI0003603,MI0003603,hsa-mir-591,,0,0,0,0
chr7:127058088-127058184,miRNA_primary_transcript,-,MI0003604,MI0003604,hsa-mir-592,,1,1,27,30
chr7:128081861-128081960,miRNA_primary_transcript,+,MI0003605,MI0003605,hsa-mir-593,,0,0,0,0
chr7:158532718-158532813,miRNA_primary_transcript,-,MI0003607,MI0003607,hsa-mir-595,,0,0,0,0
chr8:1817231-1817307,miRNA_primary_transcript,+,MI0003608,MI0003608,hsa-mir-596,,0,0,0,0
chr8:9741672-9741768,miRNA_primary_transcript,+,MI0003609,MI0003609,hsa-mir-597,,3,5,4,2
chr8:11035206-11035302,miRNA_primary_transcript,-,MI0003610,MI0003610,hsa-mir-598,,44,7,10,25
chr8:99536636-99536730,miRNA_primary_transcript,-,MI0003611,MI0003611,hsa-mir-599,,1,0,0,0
chr8:104484369-104484465,miRNA_primary_transcript,-,MI0003612,MI0003612,hsa-mir-548a-3,,0,0,0,1
chr9:123111546-123111643,miRNA_primary_transcript,-,MI0003613,MI0003613,hsa-mir-600,,0,0,1,0
chr9:123402525-123402603,miRNA_primary_transcript,-,MI0003614,MI0003614,hsa-mir-601,,0,0,0,0
chr9:137838419-137838516,miRNA_primary_transcript,+,MI0003615,MI0003615,hsa-mir-602,,0,0,0,0
chr10:24275685-24275781,miRNA_primary_transcript,+,MI0003616,MI0003616,hsa-mir-603,,0,0,0,0
chr10:29545004-29545097,miRNA_primary_transcript,-,MI0003617,MI0003617,hsa-mir-604,,0,0,0,0
chr10:51299573-51299655,miRNA_primary_transcript,+,MI0003618,MI0003618,hsa-mir-605,,0,0,0,9
chr10:75552458-75552553,miRNA_primary_transcript,+,MI0003619,MI0003619,hsa-mir-606,,0,3,0,0
chr10:96828669-96828764,miRNA_primary_transcript,-,MI0003620,MI0003620,hsa-mir-607,,0,0,0,0
chr10:100974985-100975084,miRNA_primary_transcript,+,MI0003621,MI0003621,hsa-mir-608,,0,0,0,0
chr10:104218789-104218883,miRNA_primary_transcript,-,MI0003622,MI0003622,hsa-mir-609,,0,0,0,0
chr11:28056815-28056910,miRNA_primary_transcript,+,MI0003623,MI0003623,hsa-mir-610,,0,0,0,0
chr11:61792495-61792561,miRNA_primary_transcript,-,MI0003624,MI0003624,hsa-mir-611,,0,0,0,0
chr11:65444458-65444557,miRNA_primary_transcript,+,MI0003625,MI0003625,hsa-mir-612,,0,0,1,0
chr12:12764649-12764743,miRNA_primary_transcript,+,MI0003626,MI0003626,hsa-mir-613,,0,0,0,0
chr12:12915829-12915918,miRNA_primary_transcript,+,MI0003627,MI0003627,hsa-mir-614,,0,0,0,0
chr12:54033950-54034045,miRNA_primary_transcript,+,MI0003628,MI0003628,hsa-mir-615,,276,1711,421,29
chr12:57519163-57519259,miRNA_primary_transcript,-,MI0003629,MI0003629,hsa-mir-616,,21,3,3,3
chr12:64622509-64622605,miRNA_primary_transcript,+,MI0003630,MI0003630,hsa-mir-548c,,0,0,0,0
chr12:80832533-80832629,miRNA_primary_transcript,-,MI0003631,MI0003631,hsa-mir-617,,0,0,0,0
chr12:80935736-80935833,miRNA_primary_transcript,-,MI0003632,MI0003632,hsa-mir-618,,0,1,0,0
chr12:108836908-108837006,miRNA_primary_transcript,-,MI0003633,MI0003633,hsa-mir-619,,0,0,0,0
chr12:116148560-116148654,miRNA_primary_transcript,-,MI0003634,MI0003634,hsa-mir-620,,0,0,0,0
chr13:40810766-40810861,miRNA_primary_transcript,+,MI0003635,MI0003635,hsa-mir-621,,1,0,0,0
chr13:90231182-90231277,miRNA_primary_transcript,+,MI0003636,MI0003636,hsa-mir-622,,0,0,0,0
chr13:99356131-99356228,miRNA_primary_transcript,+,MI0003637,MI0003637,hsa-mir-623,,0,0,0,0
chr14:31014646-31014742,miRNA_primary_transcript,-,MI0003638,MI0003638,hsa-mir-624,,0,0,2,0
chr14:65471102-65471186,miRNA_primary_transcript,+,MI0003639,MI0003639,hsa-mir-625,,0,0,0,0
chr15:41691585-41691678,miRNA_primary_transcript,+,MI0003640,MI0003640,hsa-mir-626,,0,0,0,0
chr15:42199570-42199666,miRNA_primary_transcript,-,MI0003641,MI0003641,hsa-mir-627,,1,0,0,0
chr15:55372940-55373034,miRNA_primary_transcript,-,MI0003642,MI0003642,hsa-mir-628,,51,27,9,8
chr15:70079372-70079468,miRNA_primary_transcript,-,MI0003643,MI0003643,hsa-mir-629,,3099,657,678,2655
chr15:72587217-72587313,miRNA_primary_transcript,+,MI0003644,MI0003644,hsa-mir-630,,0,0,0,0
chr15:75353611-75353685,miRNA_primary_transcript,-,MI0003645,MI0003645,hsa-mir-631,,0,0,0,0
chr17:17813836-17813931,miRNA_primary_transcript,-,MI0003646,MI0003646,hsa-mir-33b,,22,17,6,4
chr17:32350109-32350202,miRNA_primary_transcript,+,MI0003647,MI0003647,hsa-mir-632,,4,0,0,0
chr17:62944215-62944312,miRNA_primary_transcript,+,MI0003648,MI0003648,hsa-mir-633,,0,0,0,0
chr17:66787072-66787168,miRNA_primary_transcript,+,MI0003649,MI0003649,hsa-mir-634,,0,0,0,0
chr17:68424451-68424548,miRNA_primary_transcript,-,MI0003650,MI0003650,hsa-mir-635,,0,0,0,0
chr17:76736450-76736548,miRNA_primary_transcript,-,MI0003651,MI0003651,hsa-mir-636,,3,0,0,0
chr19:3961414-3961512,miRNA_primary_transcript,-,MI0003652,MI0003652,hsa-mir-637,,0,0,0,0
chr19:10718404-10718503,miRNA_primary_transcript,+,MI0003653,MI0003653,hsa-mir-638,,0,0,0,0
chr19:14529543-14529640,miRNA_primary_transcript,+,MI0003654,MI0003654,hsa-mir-639,,0,0,0,0
chr19:19435063-19435158,miRNA_primary_transcript,+,MI0003655,MI0003655,hsa-mir-640,,0,0,0,0
chr19:40282543-40282641,miRNA_primary_transcript,-,MI0003656,MI0003656,hsa-mir-641,,70,35,26,62
chr19:45674928-45675024,miRNA_primary_transcript,+,MI0003657,MI0003657,hsa-mir-642a,,21,20,2,3
chr19:52281797-52281893,miRNA_primary_transcript,+,MI0003658,MI0003658,hsa-mir-643,,4,2,0,2
chr20:34466325-34466418,miRNA_primary_transcript,+,MI0003659,MI0003659,hsa-mir-644a,,0,0,0,0
chr20:50585786-50585879,miRNA_primary_transcript,+,MI0003660,MI0003660,hsa-mir-645,,0,0,0,0
chr20:60308474-60308567,miRNA_primary_transcript,+,MI0003661,MI0003661,hsa-mir-646,,0,0,0,0
chr20:63942631-63942726,miRNA_primary_transcript,-,MI0003662,MI0003662,hsa-mir-647,,0,0,0,0
chr22:17980868-17980961,miRNA_primary_transcript,-,MI0003663,MI0003663,hsa-mir-648,,0,0,0,0
chr22:21034176-21034272,miRNA_primary_transcript,-,MI0003664,MI0003664,hsa-mir-649,,0,0,0,0
chr22:22822776-22822871,miRNA_primary_transcript,+,MI0003665,MI0003665,hsa-mir-650,,0,0,0,0
chrX:8126965-8127061,miRNA_primary_transcript,+,MI0003666,MI0003666,hsa-mir-651,,85,22,24,9
chrX:110055329-110055426,miRNA_primary_transcript,+,MI0003667,MI0003667,hsa-mir-652,,1485,157,195,364
chr8:123348034-123348130,miRNA_primary_transcript,-,MI0003668,MI0003668,hsa-mir-548d-1,,0,0,0,0
chr8:143945191-143945279,miRNA_primary_transcript,-,MI0003669,MI0003669,hsa-mir-661,,0,0,0,0
chr16:770183-770277,miRNA_primary_transcript,+,MI0003670,MI0003670,hsa-mir-662,,0,0,0,0
chr17:67471489-67471585,miRNA_primary_transcript,-,MI0003671,MI0003671,hsa-mir-548d-2,,0,0,0,0
chr20:26208186-26208278,miRNA_primary_transcript,-,MI0003672,MI0003672,hsa-mir-663a,,0,0,0,0
chr5:55170646-55170742,miRNA_primary_transcript,-,MI0003673,MI0003673,hsa-mir-449b,,0,0,1,2
chr7:93482760-93482855,miRNA_primary_transcript,-,MI0003674,MI0003674,hsa-mir-653,,1,0,0,6
chr14:101023325-101023420,miRNA_primary_transcript,+,MI0003675,MI0003675,hsa-mir-411,,107,108,5569,6139
chr14:101040219-101040299,miRNA_primary_transcript,+,MI0003676,MI0003676,hsa-mir-654,,18,1,5277,3070
chr14:101049550-101049646,miRNA_primary_transcript,+,MI0003677,MI0003677,hsa-mir-655,,2,0,19,62
chr14:101066724-101066801,miRNA_primary_transcript,+,MI0003678,MI0003678,hsa-mir-656,,0,0,164,205
chr15:80841978-80842073,miRNA_primary_transcript,-,MI0003679,MI0003679,hsa-mir-549a,,0,3,5,0
chr17:81125276-81125373,miRNA_primary_transcript,-,MI0003681,MI0003681,hsa-mir-657,,0,0,0,0
chr22:37844272-37844371,miRNA_primary_transcript,-,MI0003682,MI0003682,hsa-mir-658,,1,0,0,0
chr22:37847678-37847774,miRNA_primary_transcript,-,MI0003683,MI0003683,hsa-mir-659,,1,3,5,6
chrX:50013241-50013337,miRNA_primary_transcript,+,MI0003684,MI0003684,hsa-mir-660,,906,337,215,1310
chrX:74218377-74218461,miRNA_primary_transcript,-,MI0003685,MI0003685,hsa-mir-421,,178,64,30,120
chrX:134541341-134541437,miRNA_primary_transcript,-,MI0003686,MI0003686,hsa-mir-542,,419,98,156,506
chr14:101026020-101026107,miRNA_primary_transcript,+,MI0003757,MI0003757,hsa-mir-758,,3,0,251,162
chrX:114652655-114652723,miRNA_primary_transcript,+,MI0003758,MI0003758,hsa-mir-1264,,0,0,0,0
chr7:151238421-151238538,miRNA_primary_transcript,+,MI0003760,MI0003760,hsa-mir-671,,184,130,147,152
chr14:101055258-101055323,miRNA_primary_transcript,+,MI0003761,MI0003761,hsa-mir-668,,1,0,5,1
chr7:29680734-29680828,miRNA_primary_transcript,-,MI0003762,MI0003762,hsa-mir-550a-3,,1,4,5,1
chrX:152393421-152393529,miRNA_primary_transcript,-,MI0003763,MI0003763,hsa-mir-767,,366,88,53,4
chr3:184241405-184241489,miRNA_primary_transcript,+,MI0003764,MI0003764,hsa-mir-1224,,4,0,0,3
chr14:100109419-100109514,miRNA_primary_transcript,-,MI0003772,MI0003772,hsa-mir-151b,,1,0,3,2
chr1:116671746-116671817,miRNA_primary_transcript,+,MI0003776,MI0003776,hsa-mir-320b-1,,0,0,0,3
chr18:21683518-21683589,miRNA_primary_transcript,+,MI0003778,MI0003778,hsa-mir-320c-1,,1,0,2,1
chr10:63372957-63373048,miRNA_primary_transcript,-,MI0003780,MI0003780,hsa-mir-1296,,95,25,13,38
